ProductVariety,MarketingSpend,CustomerFootfall,StoreSize,EmployeeEfficiency,StoreAge,CompetitorDistance,PromotionsCount,EconomicIndicator,StoreLocation,StoreCategory,MonthlySalesRevenue,CRPV,LTV,Estimated Expense
424,38,1884,382,68.4,11,13,6,93.7,Sacramento,Electronics,332.58,0.176528662,199.548,332.4034713
321,33,2185,410,76.8,19,12,6,96.6,Los Angeles,Electronics,268.71,0.122979405,161.226,268.5870206
465,37,1725,381,54.6,11,8,6,90.2,Sacramento,Clothing,310.74,0.18013913,186.444,310.5598609
523,41,1453,95,71.7,7,9,6,94,Sacramento,Electronics,211.71,0.145705437,127.026,211.5642946
648,37,1861,478,74.2,28,10,7,95.3,San Francisco,Electronics,389.01,0.209032778,233.406,388.8009672
641,18,1433,143,52.1,15,12,4,116.5,Los Angeles,Clothing,322.83,0.225282624,193.698,322.6047174
846,26,2509,180,51.7,30,8,5,102.2,Los Angeles,Grocery,325.59,0.129768832,195.354,325.4602312
321,13,2656,268,73.1,25,11,5,67.1,Los Angeles,Grocery,213.9,0.080534639,128.34,213.8194654
489,16,2021,431,62.6,20,12,4,123.2,Los Angeles,Electronics,388.48,0.192221672,233.088,388.2877783
389,21,1545,305,79.7,25,10,5,110,Los Angeles,Clothing,279.07,0.180627832,167.442,278.8893722
567,39,2054,287,76.4,25,11,7,95.5,Los Angeles,Grocery,287.65,0.140043817,172.59,287.5099562
722,45,2414,249,50.1,16,8,7,101.9,Sacramento,Grocery,378.74,0.156893123,227.244,378.5831069
447,10,2362,191,71.5,15,6,4,94.9,Los Angeles,Clothing,242.38,0.102616427,145.428,242.2773836
421,46,2742,153,58.1,30,6,8,103.5,Palo Alto,Clothing,259.29,0.094562363,155.574,259.1954376
544,23,1826,201,76.6,23,7,4,78,San Francisco,Grocery,279.58,0.153110624,167.748,279.4268894
575,20,2522,135,61.7,15,10,5,90.7,Palo Alto,Electronics,250.21,0.099210944,150.126,250.1107891
622,29,2132,431,94.7,27,10,6,117.8,Sacramento,Clothing,400.05,0.187640713,240.03,399.8623593
698,8,1695,480,50.8,21,11,4,100.9,Los Angeles,Grocery,451.52,0.266383481,270.912,451.2536165
304,33,2377,143,91.1,7,12,6,115.4,Sacramento,Electronics,223.78,0.094143879,134.268,223.6858561
342,12,1971,452,80.6,28,9,4,96.7,Sacramento,Grocery,258.92,0.131364789,155.352,258.7886352
431,29,2109,76,55.5,13,8,5,121.2,San Francisco,Clothing,259.03,0.122821242,155.418,258.9071788
379,31,1543,335,50.8,25,16,6,118,Los Angeles,Grocery,256.78,0.166416073,154.068,256.6135839
569,21,1778,393,88.2,26,11,5,84.4,Los Angeles,Grocery,339.24,0.19079865,203.544,339.0492013
580,29,1654,174,82,16,12,5,79.1,Palo Alto,Clothing,257.54,0.155707376,154.524,257.3842926
757,7,2281,480,88.9,5,9,4,99.4,Los Angeles,Clothing,450.39,0.197452872,270.234,450.1925471
544,33,1636,498,78.4,5,12,6,111,Los Angeles,Grocery,411.56,0.251564792,246.936,411.3084352
756,27,1940,171,92.6,30,10,5,117.5,Los Angeles,Grocery,396.25,0.204252577,237.75,396.0457474
756,17,2104,326,90.7,17,14,4,86.3,San Francisco,Clothing,373.47,0.177504753,224.082,373.2924952
415,48,1883,412,84.6,11,9,8,99.1,Sacramento,Electronics,322,0.171003717,193.2,321.8289963
324,15,1912,66,88.6,20,14,4,86.1,Los Angeles,Grocery,226.42,0.118420502,135.852,226.3015795
597,20,1728,135,54.8,30,7,4,88.7,Palo Alto,Grocery,253.31,0.146591435,151.986,253.1634086
586,38,2176,212,57.3,16,5,7,119,Los Angeles,Grocery,326.79,0.150179228,196.074,326.6398208
585,22,1657,200,62.8,23,11,5,135,San Francisco,Grocery,284.59,0.171750151,170.754,284.4182498
516,37,2698,149,76.9,25,11,7,91.9,Sacramento,Electronics,238.96,0.088569311,143.376,238.8714307
100,6,3033,443,53.4,9,15,4,108.8,San Francisco,Clothing,246.43,0.081249588,147.858,246.3487504
751,7,2049,443,60.3,24,8,4,110.7,San Francisco,Grocery,445.39,0.217369449,267.234,445.1726306
213,43,2007,211,52.7,4,11,7,110,Palo Alto,Clothing,199.95,0.099626308,119.97,199.8503737
384,29,2038,491,85.7,2,11,6,91.3,Los Angeles,Clothing,348.64,0.171069676,209.184,348.4689303
533,40,2044,242,50.5,28,14,7,69.7,Sacramento,Electronics,276.72,0.135381605,166.032,276.5846184
504,23,1748,165,61.8,12,11,5,97.4,Los Angeles,Grocery,298.41,0.170715103,179.046,298.2392849
562,22,2168,164,86.1,26,12,4,92.5,Los Angeles,Clothing,263.03,0.121323801,157.818,262.9086762
547,31,2105,203,68.3,12,9,6,85.4,Los Angeles,Clothing,256.52,0.121862233,153.912,256.3981378
665,46,2204,470,54.9,1,11,7,110.2,Los Angeles,Electronics,452.44,0.205281307,271.464,452.2347187
607,11,2186,317,70.5,14,12,4,101.1,San Francisco,Grocery,392.55,0.179574565,235.53,392.3704254
848,17,1776,95,81.8,2,12,5,92.2,Sacramento,Electronics,322.7,0.18170045,193.62,322.5182995
331,13,2386,222,78.5,27,10,4,102.8,Sacramento,Clothing,281.07,0.117799665,168.642,280.9522003
396,31,2720,105,86.8,10,13,6,61.3,Palo Alto,Electronics,268.48,0.098705882,161.088,268.3812941
321,24,1427,326,61.8,21,8,5,84.6,Los Angeles,Electronics,280.81,0.196783462,168.486,280.6132165
641,45,2322,213,80.3,5,11,7,120.1,Palo Alto,Grocery,322.95,0.139082687,193.77,322.8109173
596,19,1412,98,71.2,18,5,5,100.2,Sacramento,Grocery,260.79,0.184695467,156.474,260.6053045
331,48,2671,376,76.6,15,15,8,117.3,Palo Alto,Clothing,257.88,0.096548109,154.728,257.7834519
527,16,2338,191,80.7,3,8,5,92.1,San Francisco,Grocery,258.95,0.110757057,155.37,258.8392429
749,36,1477,431,65.8,30,13,6,115.9,Los Angeles,Grocery,423.11,0.286465809,253.866,422.8235342
552,34,1943,74,50.9,1,13,7,111.1,Sacramento,Grocery,226.69,0.116670098,136.014,226.5733299
692,21,1760,419,78.1,21,12,5,134,San Francisco,Clothing,414.46,0.235488636,248.676,414.2245114
589,25,2797,486,61.8,30,17,6,117.2,Sacramento,Grocery,344.89,0.123307115,206.934,344.7666929
362,7,2262,55,78.9,30,9,3,93.1,Sacramento,Electronics,161.46,0.07137931,96.876,161.3886207
236,37,2009,237,78.5,11,11,6,106,Sacramento,Grocery,164.01,0.081637631,98.406,163.9283624
532,35,890,75,57.8,16,6,6,113.3,Sacramento,Electronics,251.23,0.282280899,150.738,250.9477191
455,21,2532,65,90.8,23,12,5,77.6,Palo Alto,Grocery,227.6,0.089889415,136.56,227.5101106
705,10,2934,315,94.8,28,15,4,96.5,San Francisco,Grocery,341.95,0.116547376,205.17,341.8334526
517,19,2268,256,88.7,26,12,4,77.1,Sacramento,Electronics,337.68,0.148888889,202.608,337.5311111
769,20,1709,160,89.8,25,8,4,77.3,Los Angeles,Clothing,354.17,0.207238151,212.502,353.9627618
594,34,1790,73,82.1,30,8,6,107.4,Sacramento,Electronics,316.71,0.176932961,190.026,316.533067
440,30,2435,104,73.1,9,8,6,121.4,Palo Alto,Clothing,221.12,0.090809035,132.672,221.029191
347,25,1147,132,81.4,17,8,5,138.1,San Francisco,Clothing,260.38,0.22700959,156.228,260.1529904
479,29,2249,103,59.3,9,12,5,115.1,Palo Alto,Grocery,252,0.1120498,151.2,251.8879502
466,49,2241,475,71.9,18,3,8,82.2,Los Angeles,Clothing,396.05,0.176729139,237.63,395.8732709
550,10,2384,53,81.3,14,15,4,106.4,Los Angeles,Grocery,294.56,0.123557047,176.736,294.436443
380,28,2786,291,83.9,9,10,5,76.6,Sacramento,Clothing,284.21,0.10201364,170.526,284.1079864
617,44,1636,206,58.8,16,11,6,115.3,San Francisco,Clothing,327.13,0.199957213,196.278,326.9300428
501,23,2290,416,59.9,19,10,6,87.9,Sacramento,Grocery,369.59,0.161393013,221.754,369.428607
660,26,1781,128,94.4,14,10,5,83.4,Sacramento,Electronics,344.05,0.19317799,206.43,343.856822
199,38,2087,332,86.7,11,13,7,73.2,San Francisco,Electronics,219.19,0.105026354,131.514,219.0849736
487,12,2743,313,83.5,11,15,4,106.6,San Francisco,Clothing,319.72,0.116558513,191.832,319.6034415
352,19,2167,446,88.9,13,8,5,96.3,Palo Alto,Grocery,282.97,0.130581449,169.782,282.8394186
535,29,2127,389,65.3,12,5,5,88.4,Palo Alto,Clothing,373.27,0.175491302,223.962,373.0945087
511,20,2362,351,51.9,26,2,5,97.9,San Francisco,Clothing,290.83,0.123128704,174.498,290.7068713
652,42,1576,398,70.4,20,6,7,121.4,Sacramento,Grocery,389.79,0.24732868,233.874,389.5426713
506,31,1392,454,80.2,20,12,6,70.5,San Francisco,Electronics,376.42,0.270416667,225.852,376.1495833
198,48,1923,177,88.6,23,9,8,109.4,Los Angeles,Clothing,215.27,0.111944878,129.162,215.1580551
592,19,2039,349,69.3,25,15,4,91.4,San Francisco,Electronics,331.78,0.162717018,199.068,331.617283
432,7,2138,341,84.9,4,11,3,107.9,Los Angeles,Electronics,340.24,0.159139383,204.144,340.0808606
784,24,2317,320,54.1,2,12,5,85.7,Los Angeles,Grocery,391.82,0.169106603,235.092,391.6508934
520,48,1901,273,94.4,10,7,8,111.3,Sacramento,Clothing,301.17,0.158427144,180.702,301.0115729
477,50,916,82,89.6,22,14,8,109.5,Palo Alto,Grocery,219.9,0.240065502,131.94,219.6599345
588,11,1755,347,77.6,6,13,4,86.7,Los Angeles,Clothing,301.57,0.171834758,180.942,301.3981652
438,11,2198,249,51.1,4,8,4,71.3,Palo Alto,Clothing,229.48,0.104404004,137.688,229.375596
1092,42,2257,434,78.3,15,10,7,100.9,Palo Alto,Clothing,534.26,0.23671245,320.556,534.0232875
561,22,1608,451,67.8,15,13,5,113.1,Palo Alto,Clothing,399.73,0.248588308,239.838,399.4814117
970,16,1919,125,82,10,10,5,120.9,Palo Alto,Clothing,443.95,0.23134445,266.37,443.7186555
998,7,2083,279,80.2,27,3,3,88.5,Sacramento,Clothing,429.02,0.205962554,257.412,428.8140374
433,37,1862,365,74,21,9,6,100.6,Los Angeles,Grocery,310.54,0.166777658,186.324,310.3732223
353,49,1890,471,78,30,17,7,88.2,Palo Alto,Clothing,353.71,0.187148148,212.226,353.5228519
618,9,1704,88,89.2,10,8,3,90.6,San Francisco,Clothing,327.31,0.192083333,196.386,327.1179167
444,19,1161,288,71.5,5,11,4,115.1,Palo Alto,Grocery,310.17,0.267157623,186.102,309.9028424
605,12,1631,154,52.2,3,12,4,71.8,Sacramento,Grocery,320.73,0.196646229,192.438,320.5333538
612,10,2343,347,70.7,21,10,3,84.3,Los Angeles,Electronics,405.07,0.17288519,243.042,404.8971148
406,19,2244,482,58.7,24,13,4,74.2,Sacramento,Grocery,304.16,0.135543672,182.496,304.0244563
631,11,2222,153,90.3,17,10,5,134.5,Sacramento,Electronics,309.29,0.139194419,185.574,309.1508056
417,11,1601,250,58,19,10,4,77.7,San Francisco,Grocery,227,0.141786384,136.2,226.8582136
284,33,2210,201,70.7,26,14,7,100.3,Los Angeles,Grocery,180.86,0.081837104,108.516,180.7781629
478,45,2216,403,80.5,21,8,8,89.8,Sacramento,Clothing,369.03,0.166529783,221.418,368.8634702
449,28,1924,326,91.8,5,13,6,106.1,Los Angeles,Electronics,317.09,0.164807692,190.254,316.9251923
715,35,1792,203,91.4,11,11,6,105,Los Angeles,Grocery,301.12,0.168035714,180.672,300.9519643
681,44,1723,242,73.6,27,8,7,99.5,Los Angeles,Grocery,329.7,0.191352293,197.82,329.5086477
573,12,2697,339,73.4,6,3,3,100.4,Palo Alto,Electronics,310.5,0.11512792,186.3,310.3848721
533,23,2656,185,89,18,6,6,91.6,Sacramento,Grocery,255.35,0.096140813,153.21,255.2538592
634,29,2110,414,55.3,7,6,6,76.6,Los Angeles,Electronics,367.56,0.174199052,220.536,367.3858009
753,24,1124,90,52,2,13,5,93.5,Palo Alto,Clothing,281.47,0.250418149,168.882,281.2195819
275,42,1552,424,60.4,14,7,7,110.7,San Francisco,Clothing,241.59,0.15566366,144.954,241.4343363
734,35,1855,194,80.3,26,11,6,120.2,Palo Alto,Electronics,363.21,0.195800539,217.926,363.0141995
396,48,1906,203,78.5,18,10,7,102.8,Sacramento,Electronics,239.52,0.125666317,143.712,239.3943337
348,23,2431,88,69.4,1,13,5,85.6,Los Angeles,Electronics,176.62,0.072653229,105.972,176.5473468
518,6,2121,366,74.9,28,12,4,101.5,Sacramento,Grocery,330.54,0.155841584,198.324,330.3841584
460,27,852,59,54.2,8,11,5,76.3,Sacramento,Grocery,212.78,0.249741784,127.668,212.5302582
614,48,1884,299,84.3,5,7,8,104.3,San Francisco,Electronics,394.09,0.209177282,236.454,393.8808227
666,8,1722,272,89.8,27,12,3,104.7,Los Angeles,Grocery,376.6,0.218699187,225.96,376.3813008
332,40,1482,165,72,18,11,7,114.9,Sacramento,Clothing,175.08,0.118137652,105.048,174.9618623
752,44,2385,232,55.7,26,14,7,109,Palo Alto,Grocery,362.66,0.1520587,217.596,362.5079413
466,26,2043,252,72.7,27,9,6,86,Los Angeles,Electronics,296.71,0.145232501,178.026,296.5647675
408,11,1797,434,72.3,7,10,5,100.3,Los Angeles,Grocery,319.68,0.177896494,191.808,319.5021035
634,9,2514,272,51.6,13,2,3,106.4,Los Angeles,Electronics,286.13,0.113814638,171.678,286.0161854
543,40,2249,262,84.7,20,11,7,121,San Francisco,Grocery,331.59,0.147438862,198.954,331.4425611
595,22,1629,184,68.4,3,8,5,85.5,Sacramento,Grocery,309.93,0.190257827,185.958,309.7397422
614,38,2048,453,82.5,23,11,7,120.6,Los Angeles,Electronics,370.87,0.181088867,222.522,370.6889111
371,39,1399,358,83.6,21,7,7,120.8,Palo Alto,Clothing,339.06,0.242358828,203.436,338.8176412
774,8,1527,271,76,27,8,4,101.6,Los Angeles,Electronics,374.97,0.245559921,224.982,374.7244401
528,49,2183,301,66.9,6,8,7,111.4,San Francisco,Clothing,304.93,0.139683921,182.958,304.7903161
372,14,1040,86,70.8,27,9,4,72.7,Sacramento,Electronics,251.24,0.241576923,150.744,250.9984231
495,19,2226,56,93.7,19,14,4,117.8,Palo Alto,Clothing,271.46,0.121949686,162.876,271.3380503
391,15,2802,343,90.4,23,9,4,117.3,Palo Alto,Clothing,317.22,0.113211991,190.332,317.106788
710,19,2376,154,68.3,6,7,5,60,Los Angeles,Electronics,348.08,0.146498316,208.848,347.9335017
500,37,2764,391,70.8,1,12,6,96,Sacramento,Grocery,325.58,0.117793054,195.348,325.4622069
279,8,1628,306,90.8,8,13,3,86.4,San Francisco,Electronics,242.39,0.148888206,145.434,242.2411118
622,32,2282,65,91.9,11,12,7,101.7,Sacramento,Electronics,287.03,0.125780018,172.218,286.90422
342,35,1774,228,81.4,6,12,6,98.9,Sacramento,Clothing,227.3,0.128128523,136.38,227.1718715
697,40,3156,103,53.4,11,10,7,91.2,Sacramento,Grocery,343.3,0.108776933,205.98,343.1912231
441,13,1810,84,50.2,11,11,5,120.3,Sacramento,Electronics,207.52,0.114651934,124.512,207.4053481
481,28,2160,95,75.9,5,10,6,109.6,Palo Alto,Electronics,291.8,0.135092593,175.08,291.6649074
677,38,2120,489,52.3,4,8,6,102.1,San Francisco,Electronics,394.57,0.186117925,236.742,394.3838821
466,22,1554,122,63.6,27,11,5,107.3,San Francisco,Electronics,290.23,0.186763192,174.138,290.0432368
334,6,1567,499,57.4,11,9,4,90.3,Los Angeles,Electronics,299.8,0.191320996,179.88,299.608679
628,40,1378,104,67.2,12,2,7,94.6,Sacramento,Clothing,283.5,0.205732946,170.1,283.2942671
426,12,1916,278,75.5,15,11,3,77.9,Los Angeles,Grocery,289.2,0.150939457,173.52,289.0490605
190,28,2033,449,56.3,17,7,5,104.5,San Francisco,Clothing,256.92,0.126374816,154.152,256.7936252
361,14,1497,270,85.1,15,9,5,99,Palo Alto,Electronics,290.11,0.193794255,174.066,289.9162057
468,24,2277,371,79,22,13,5,115.5,San Francisco,Electronics,311.08,0.136618357,186.648,310.9433816
931,48,1867,325,74.3,29,8,7,98.2,Los Angeles,Grocery,427.45,0.228950187,256.47,427.2210498
679,50,3144,133,69.6,11,17,8,96.8,Sacramento,Electronics,303.72,0.096603053,182.232,303.6233969
742,33,2079,313,86.6,21,6,6,103.3,San Francisco,Electronics,379.18,0.182385762,227.508,378.9976142
787,40,1973,93,80.5,10,7,7,100.7,Sacramento,Grocery,307.52,0.155864166,184.512,307.3641358
387,18,2807,399,87.4,30,12,4,121.1,Sacramento,Electronics,353.83,0.126052725,212.298,353.7039473
416,7,1135,295,52.2,21,12,3,92.1,Sacramento,Electronics,245.21,0.216044053,147.126,244.9939559
550,46,1679,420,66.3,16,10,7,96.6,Sacramento,Grocery,341.91,0.203639071,205.146,341.7063609
550,36,1861,123,64.5,4,14,6,108.4,Palo Alto,Grocery,283.38,0.152272972,170.028,283.227727
762,22,1608,209,58.3,27,9,5,62.5,San Francisco,Clothing,398.01,0.247518657,238.806,397.7624813
624,34,1644,314,62.3,7,14,5,108.2,Sacramento,Electronics,396.78,0.241350365,238.068,396.5386496
150,31,2034,54,53.2,24,11,5,106.3,Los Angeles,Electronics,107.16,0.052684366,64.296,107.1073156
825,49,2567,132,55.8,11,10,8,93.6,Sacramento,Electronics,313.33,0.122060771,187.998,313.2079392
458,41,1201,449,81.5,9,11,7,100.8,Palo Alto,Electronics,311.91,0.259708576,187.146,311.6502914
463,40,2099,190,55,27,10,7,105.3,San Francisco,Clothing,222.45,0.105979038,133.47,222.344021
497,41,2768,447,67.8,8,7,7,97.7,Palo Alto,Clothing,342.2,0.123627168,205.32,342.0763728
562,19,1613,83,90.5,29,7,5,110.7,Los Angeles,Clothing,260.11,0.161258524,156.066,259.9487415
594,11,1554,301,82.9,9,11,3,110,Sacramento,Electronics,294.19,0.189311454,176.514,294.0006885
507,33,2174,252,50.6,15,16,6,86.7,San Francisco,Electronics,250.71,0.115321987,150.426,250.594678
681,45,2180,454,60.4,11,8,7,121.9,Palo Alto,Grocery,432.77,0.198518349,259.662,432.5714817
632,28,1891,377,71.7,25,15,5,93.7,San Francisco,Clothing,374.93,0.198270756,224.958,374.7317292
449,35,1755,254,71.3,1,12,7,92.5,San Francisco,Electronics,297.89,0.169737892,178.734,297.7202621
715,36,2247,415,78.2,25,12,6,78.1,San Francisco,Electronics,444.85,0.197975078,266.91,444.6520249
527,13,1792,110,85.1,6,11,4,110.2,San Francisco,Grocery,282.61,0.157706473,169.566,282.4522935
488,24,1774,407,55.7,19,12,4,101.2,Los Angeles,Clothing,352.24,0.198556933,211.344,352.0414431
577,30,781,186,67,7,12,6,92.2,Palo Alto,Grocery,310.45,0.397503201,186.27,310.0524968
474,18,2602,434,88.4,11,14,5,99.2,Palo Alto,Clothing,361.95,0.139104535,217.17,361.8108955
746,43,2134,195,72.1,15,12,6,61.4,Sacramento,Grocery,369,0.172914714,221.4,368.8270853
639,37,2433,416,92,26,8,7,84.7,San Francisco,Grocery,356.22,0.146411837,213.732,356.0735882
329,50,2510,425,90.2,18,5,8,113.5,Sacramento,Clothing,340.77,0.13576494,204.462,340.6342351
234,24,1624,310,81.1,1,9,5,96.6,Palo Alto,Grocery,263.87,0.162481527,158.322,263.7075185
474,8,930,138,86.6,29,9,4,111.7,Sacramento,Electronics,303.72,0.326580645,182.232,303.3934194
412,29,1913,281,65.9,8,7,6,92.1,Sacramento,Clothing,319.7,0.167119707,191.82,319.5328803
561,49,2474,70,51,5,13,7,115.9,San Francisco,Clothing,253.25,0.102364592,151.95,253.1476354
600,10,2276,494,56.4,28,9,4,116.6,Palo Alto,Clothing,407.83,0.17918717,244.698,407.6508128
528,40,1422,217,51.9,7,12,7,100.7,Palo Alto,Grocery,237.3,0.166877637,142.38,237.1331224
461,44,2342,283,80.6,16,3,7,96.4,San Francisco,Electronics,289.61,0.123659266,173.766,289.4863407
658,26,2010,303,52.6,16,9,5,115.8,San Francisco,Clothing,357.23,0.177726368,214.338,357.0522736
585,11,1760,485,52.3,27,11,4,86.6,San Francisco,Electronics,349.04,0.198318182,209.424,348.8416818
657,46,1658,445,56.3,11,10,8,89.8,San Francisco,Clothing,438.63,0.264553679,263.178,438.3654463
262,40,2213,313,64.6,9,12,7,103.7,Los Angeles,Electronics,250.21,0.113063714,150.126,250.0969363
364,22,1585,235,93.3,22,9,4,115.3,Palo Alto,Electronics,254.57,0.160611987,152.742,254.409388
384,38,2016,54,62.4,12,12,6,103.6,Palo Alto,Clothing,169.89,0.084270833,101.934,169.8057292
553,39,1325,409,63.5,11,8,6,103.7,Sacramento,Grocery,396.7,0.299396226,238.02,396.4006038
466,8,1473,322,55.9,17,8,3,88.5,San Francisco,Clothing,258.97,0.17581127,155.382,258.7941887
543,41,1136,474,71.5,4,12,7,94.7,Los Angeles,Grocery,375.31,0.330378521,225.186,374.9796215
470,36,1706,51,79.9,11,11,6,97.4,Palo Alto,Grocery,212,0.124267292,127.2,211.8757327
323,48,1999,351,78,25,12,7,95.2,Sacramento,Electronics,243.87,0.121995998,146.322,243.748004
666,45,2370,187,74.8,29,8,8,94.9,Sacramento,Electronics,361.83,0.152670886,217.098,361.6773291
340,40,1014,119,77.3,20,10,7,96.2,San Francisco,Grocery,168.6,0.166272189,101.16,168.4337278
332,22,2356,235,55.2,8,11,5,118.1,Palo Alto,Clothing,237.41,0.100768251,142.446,237.3092317
419,29,1974,272,54.8,22,7,6,103,Los Angeles,Grocery,257.88,0.130638298,154.728,257.7493617
392,32,2245,117,71.8,1,12,6,88.6,Palo Alto,Clothing,221.28,0.098565702,132.768,221.1814343
534,35,1737,280,61.3,26,13,6,84.4,Palo Alto,Grocery,288.18,0.165906736,172.908,288.0140933
442,40,2896,154,78.3,1,11,7,126,Los Angeles,Electronics,281.03,0.097040746,168.618,280.9329593
622,13,1774,135,75.1,1,11,4,103.5,Palo Alto,Clothing,249.32,0.14054115,149.592,249.1794589
495,20,1021,268,80.5,2,15,5,93.1,Sacramento,Grocery,315.19,0.30870715,189.114,314.8812929
709,30,3265,211,56.9,2,12,6,83.8,Sacramento,Clothing,381.88,0.116961715,229.128,381.7630383
639,28,1720,331,77,27,12,6,119,Palo Alto,Electronics,341.44,0.198511628,204.864,341.2414884
338,50,2292,379,50.5,21,14,8,95.2,San Francisco,Electronics,323.1,0.140968586,193.86,322.9590314
382,47,1594,313,80.6,13,7,7,102.7,Palo Alto,Clothing,235.53,0.147760351,141.318,235.3822396
589,19,2044,487,89,16,12,5,91.3,Sacramento,Grocery,363.92,0.178043053,218.352,363.7419569
474,34,2163,207,69.8,18,9,6,114.2,Palo Alto,Clothing,265.67,0.12282478,159.402,265.5471752
546,14,1439,321,65.1,5,9,4,84.6,Sacramento,Clothing,301.74,0.209687283,181.044,301.5303127
567,39,2483,179,54.5,25,6,6,108.6,Sacramento,Electronics,296.22,0.119299235,177.732,296.1007008
654,10,2792,254,74.5,11,14,4,88.7,San Francisco,Grocery,342.55,0.122689828,205.53,342.4273102
594,12,2047,62,69.8,23,11,3,86.8,Los Angeles,Electronics,302.61,0.147830972,181.566,302.462169
375,48,2241,120,62.1,24,9,7,98.2,Los Angeles,Electronics,224.51,0.100182954,134.706,224.409817
639,48,1037,474,80.7,22,13,8,91.8,Palo Alto,Electronics,396.6,0.382449373,237.96,396.2175506
285,26,1994,329,87.6,11,10,5,107.6,Palo Alto,Electronics,301.09,0.150997994,180.654,300.939002
446,38,1757,310,68.2,8,7,7,94.4,Los Angeles,Grocery,261.33,0.148736483,156.798,261.1812635
579,32,2040,435,82.4,2,14,6,98.6,Los Angeles,Grocery,331.35,0.162426471,198.81,331.1875735
419,14,1323,260,60.3,29,12,4,106.7,San Francisco,Grocery,282.88,0.213817082,169.728,282.6661829
217,7,1985,224,74.4,14,12,3,76.7,Sacramento,Clothing,241.72,0.1217733,145.032,241.5982267
665,20,2012,329,78.4,23,9,5,110.7,Sacramento,Electronics,416.66,0.207087475,249.996,416.4529125
289,17,2419,69,69.3,11,5,4,108.6,Palo Alto,Grocery,156.12,0.064539066,93.672,156.0554609
260,35,1467,147,71.9,27,14,6,95.8,Los Angeles,Electronics,151.12,0.103012952,90.672,151.016987
485,27,1775,463,52.6,25,7,6,102.9,San Francisco,Electronics,389.19,0.219261972,233.514,388.970738
275,18,1702,327,50.8,22,8,4,103.8,Sacramento,Clothing,204.74,0.120293772,122.844,204.6197062
523,26,1596,462,83.9,25,11,5,99.8,San Francisco,Clothing,377.78,0.236704261,226.668,377.5432957
504,27,2366,463,90.8,10,13,5,101.3,San Francisco,Grocery,402.53,0.170131023,241.518,402.359869
857,26,1751,109,58.4,12,13,6,104.4,Los Angeles,Electronics,355.24,0.202878355,213.144,355.0371216
614,49,2352,60,71.2,18,8,8,75.9,Sacramento,Electronics,275.95,0.11732568,165.57,275.8326743
340,15,2359,261,81,14,10,5,112.3,San Francisco,Electronics,223.44,0.094718101,134.064,223.3452819
275,43,2045,185,92.2,28,8,7,87.6,Sacramento,Clothing,234.71,0.114772616,140.826,234.5952274
383,42,2541,183,71.5,12,10,7,79.2,Sacramento,Clothing,202.56,0.079716647,121.536,202.4802834
363,6,2443,222,53.7,28,18,4,123.1,Sacramento,Electronics,194.53,0.079627507,116.718,194.4503725
470,21,2605,490,85.3,17,9,5,100.9,Sacramento,Grocery,398.88,0.153120921,239.328,398.7268791
430,32,2572,337,55.9,30,9,6,92.3,Palo Alto,Grocery,300.07,0.116667963,180.042,299.953332
506,44,2239,273,55.7,30,10,7,104,Sacramento,Grocery,298.68,0.133398839,179.208,298.5466012
398,32,2078,71,77.1,3,11,6,111.7,Los Angeles,Electronics,214.01,0.10298845,128.406,213.9070115
610,12,1711,283,60.8,7,10,5,92.5,Palo Alto,Grocery,338.1,0.197603741,202.86,337.9023963
554,6,1978,53,80.8,18,16,4,98.4,Los Angeles,Grocery,205.5,0.103892821,123.3,205.3961072
740,19,2028,62,78.9,11,12,4,82.4,San Francisco,Clothing,338.84,0.167080868,203.304,338.6729191
660,38,2647,398,69.9,24,7,7,108.5,Sacramento,Clothing,375.03,0.141681148,225.018,374.8883189
651,14,1407,347,55,29,10,4,136,San Francisco,Electronics,371.49,0.264029851,222.894,371.2259701
575,35,2041,491,79.3,9,9,6,100.3,San Francisco,Clothing,394.71,0.193390495,236.826,394.5166095
279,10,2739,280,64.5,6,15,3,77.3,Palo Alto,Clothing,268.29,0.097951807,160.974,268.1920482
603,8,1642,374,94.6,7,14,3,131.3,Sacramento,Clothing,401.36,0.244433618,240.816,401.1155664
472,48,2223,146,52.1,19,9,7,91.8,Sacramento,Grocery,218.27,0.098187135,130.962,218.1718129
398,7,1740,213,80.8,27,11,3,86.2,Los Angeles,Electronics,242.33,0.139270115,145.398,242.1907299
420,26,1977,354,77.5,6,10,6,101.2,Los Angeles,Grocery,306.39,0.154977238,183.834,306.2350228
618,42,2110,500,68.4,14,4,8,89.5,San Francisco,Grocery,366.29,0.173597156,219.774,366.1164028
713,32,2024,460,72.4,27,15,5,92.3,Sacramento,Clothing,436.22,0.215523715,261.732,436.0044763
587,18,1823,450,60.4,4,11,5,102.2,Palo Alto,Electronics,386.73,0.212139331,232.038,386.5178607
400,7,1968,250,64.4,9,13,3,119.2,San Francisco,Electronics,261.42,0.132835366,156.852,261.2871646
417,23,2393,69,78.5,29,7,5,105.7,San Francisco,Electronics,260.5,0.108859173,156.3,260.3911408
422,17,2396,95,59.3,6,6,5,102.1,Los Angeles,Grocery,260.98,0.108923205,156.588,260.8710768
492,38,1896,337,72,3,12,7,91.1,Sacramento,Electronics,274.29,0.144667722,164.574,274.1453323
571,27,1757,489,87.6,20,7,5,96.8,Los Angeles,Grocery,391.14,0.222618099,234.684,390.9173819
